key,doi,title,year,journal,primary_pillar,best_method,confidence,all_pillars,methods_present,cited_by_reviews,rule_hits
the substrate spectrum of the inverting sec-alkylsulfatase pisa1 m schober t knaus m toesch p macheroux u wagner k faber adv. synth. catal 354 2012,,The substrate spectrum of the inverting sec-alkylsulfatase Pisa1,2012.0,Adv. Synth. Catal,Media & Microenvironment,section_only,1.0,Media & Microenvironment,section_only,09_Bommarius_2015_AnnuRevChemBiomolEng,
the synergistic potential of flow chemistry and biocatalysis is demonstrated. process safety is greatly increased by in situ generation and biocatalytic conversion of hydrogen cyanide. the biocatalytic flow synthesis grants access to differently substituted chiral cyanohydrins,,The synergistic potential of flow chemistry and biocatalysis is demonstrated. Process safety is greatly increased by in situ generation and biocatalytic conversion of hydrogen cyanide. The biocatalytic flow synthesis grants access to differently substituted,,The synergistic potential of flow chemistry and biocatalysis is demonstrated. Process safety is greatly increased by in situ generation and biocatalytic conversion of hydrogen cyanide. The biocatalytic flow synthesis grants access to differently substituted,"Reactors, Flow & In-Line Operations",paper_only,1.0,"Reactors, Flow & In-Line Operations",paper_only,18_Wachtmeister_2016_CurrOpinBiotechnol,P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b
the synthesis of chiral cyanohydrins by oxynitrilases h griengl h schwab m fechter trends biotechnol 18 2000,,The synthesis of chiral cyanohydrins by oxynitrilases,2000.0,Trends Biotechnol,"Sustainability, Metrics & Industrialization",section_only,0.61,"Sustainability, Metrics & Industrialization",section_only,01_Bornscheuer_2012_Nature,
the use of gases in flow synthesis c j mallia i r baxendale org. process res. dev 20 2016,,The use of gases in flow synthesis,2016.0,Org. Process Res. Dev,"Reactors, Flow & In-Line Operations",paper_only,1.0,"Reactors, Flow & In-Line Operations",paper_only,02_Sheldon_2018_ChemRev,P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b
the use of physicochemical tools to solve enzyme stability problems alters the choice of the optimal enzyme: stabilization of d-aminoacid oxidase l betancor a hidalgo g fernández-lorente mateo c rodríguez v fuentes m biotechnol prog 19 2003,,The use of physicochemical tools to solve enzyme stability problems alters the choice of the optimal enzyme: stabilization of d-aminoacid oxidase,2003.0,Biotechnol Prog,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,14_Mateo_2007_BiotechnolAdv,
the world of βand γ-peptides comprised of homologated proteinogenic amino acids and other components d seebach a k beck d j bierbaum chem. biodiversity 1 2004,,The World of βand γ-Peptides Comprised of Homologated Proteinogenic Amino Acids and Other Components,2004.0,Chem. Biodiversity,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,17_Schrittwieser_2018_ChemRev,
theoretical descriptor for the correlation of aquatic toxicity of ionic liquids by quantitative structure-toxicity relationships s bruzzone c chiappe s e focardi c pretti m renzi chem. eng. j 175 2011,,Theoretical descriptor for the correlation of aquatic toxicity of ionic liquids by quantitative structure-toxicity relationships,2011.0,Chem. Eng. J,Media & Microenvironment,paper_only,1.0,Media & Microenvironment,paper_only,02_Sheldon_2018_ChemRev,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b
thermophilic proteins: stability and function in aqueous and organic solvents d a cowan comp. biochem. physiol.-mol. integr. physiol 118 1997,,Thermophilic proteins: stability and function in aqueous and organic solvents,1997.0,Comp. Biochem. Physiol.-Mol. Integr. Physiol,Cofactor & Energy Management,section_priority,1.0,Cofactor & Energy Management,section_priority,09_Bommarius_2015_AnnuRevChemBiomolEng,P4:\borganic solvent(s)?\b|\bsolvent[- ]toleran\w*|\bcosolvents?\b|\blog ?P\b
thermostabilization of proteins m n gupta biotechnol appl biochem 14 1991,,Thermostabilization of proteins,1991.0,Biotechnol Appl Biochem,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,14_Mateo_2007_BiotechnolAdv,
this article applies droplet sorting as one of the most successful methods for ultra-high-throughput screening of enzyme libraries d a holland-moritz angew. chem. int. ed 59 2020 mass activated droplet sorting (mads) enables high-throughput screening of enzymatic reactions at nanoliter scale,,This article applies droplet sorting as one of the most successful methods for ultra-high-throughput screening of enzyme libraries,2020.0,Angew. Chem. Int. Ed,"Reactors, Flow & In-Line Operations",section_only,1.0,"Reactors, Flow & In-Line Operations",section_only,03_Bell_2021_NatRevMethodsPrimers,
this article identifies a two-enzyme system from a large gut microbiome library that enables generation of universal o-type blood from a-type donors p rahfeld nat. microbiol 4 2019 an enzymatic pathway in the human gut microbiome that converts a to universal o type blood,,This article identifies a two-enzyme system from a large gut microbiome library that enables generation of universal O-type blood from A-type donors,2019.0,Nat. Microbiol,Discovery & Sourcing of Biocatalysts,section_only,1.0,Discovery & Sourcing of Biocatalysts,section_only,03_Bell_2021_NatRevMethodsPrimers,
this article is a recent example of using non-canonical amino acids in protein evolution to obtain new enzyme activities a j burke nature 570 2019 design and evolution of an enzyme with a non-canonical organocatalytic mechanism,,This article is a recent example of using non-canonical amino acids in protein evolution to obtain new enzyme activities,2019.0,Nature,Design & Engineering,section_only,1.0,Design & Engineering,section_only,03_Bell_2021_NatRevMethodsPrimers,
this article presents an excellent review of the adaptation and challenges of biocatalysis in the pharmaceutical industry m d truppo acs med. chem. lett 8 2017 biocatalysis in the pharmaceutical industry: the need for speed with particular focus on timescales of process development,,This article presents an excellent review of the adaptation and challenges of biocatalysis in the pharmaceutical industry,2017.0,ACS Med. Chem. Lett,Biocatalyst Formats & Cellular Context,section_only,0.662,Biocatalyst Formats & Cellular Context,section_only,03_Bell_2021_NatRevMethodsPrimers,
this article presents recent approaches to using label-free screening methods based on mass spectrometry c yan j. am. chem. soc 139 2017 real-time screening of biocatalysts in live bacterial colonies,,This article presents recent approaches to using label-free screening methods based on mass spectrometry,2017.0,J. Am. Chem. Soc,Design & Engineering,section_only,0.554,Design & Engineering,section_only,03_Bell_2021_NatRevMethodsPrimers,
this article reviews the literature on a wide range of multienzyme de novo cascades using isolated enzymes and whole-cell systems s p france l j hepworth n j turner s l flitsch acs catal 7 2017 constructing biocatalytic cascades: in vitro and in vivo approaches to de novo multi-enzyme pathways,,This article reviews the literature on a wide range of multienzyme de novo cascades using isolated enzymes and whole-cell systems,2017.0,ACS Catal,Biocatalyst Formats & Cellular Context,paper_priority,1.0,Biocatalyst Formats & Cellular Context,paper_priority,03_Bell_2021_NatRevMethodsPrimers,P3:\bwhole[- ]cell(s)?\b|\bresting cell(s)?\b|\bpermeabilis
this article reviews the methods to expand the genetic code for the introduction of non-natural amino acids into proteins c c liu p g schultz annu. rev. biochem 79 2010 adding new chemistries to the genetic code,,This article reviews the methods to expand the genetic code for the introduction of non-natural amino acids into proteins,2010.0,Annu. Rev. Biochem,Design & Engineering,section_only,1.0,Design & Engineering,section_only,03_Bell_2021_NatRevMethodsPrimers,
this is a review about protein engineering to create biocatalysts for industrial applications g a strohmeier h pichler o may m gruber-khadjawi chem. rev 111 2011 application of designed enzymes in organic synthesis,,This is a review about protein engineering to create biocatalysts for industrial applications,2011.0,Chem. Rev,Cofactor & Energy Management,section_priority,1.0,Cofactor & Energy Management,section_priority,01_Bornscheuer_2012_Nature,P10:\bindustrial\b|\bscale[- ]?up\b|\bGMP\b|\bICH\b|\bQbD\b|\bHAZOP\b|\bTRL\b|\bprocess validation\b
this review focuses on recent industrial biocatalytic cascades j nazor j liu g huisman curr. opin. biotechnol 69 2021 enzyme evolution for industrial biocatalytic cascades,,This review focuses on recent industrial biocatalytic cascades,2021.0,Curr. Opin. Biotechnol,Cascade & Route Design,section_priority,1.0,Cascade & Route Design,section_priority,03_Bell_2021_NatRevMethodsPrimers,P10:\bindustrial\b|\bscale[- ]?up\b|\bGMP\b|\bICH\b|\bQbD\b|\bHAZOP\b|\bTRL\b|\bprocess validation\b
tools for characterizing the whole-cell bio-oxidation of alkanes at microscale c grant a c pinto s d da h-p lui j m woodley f baganz biotechnol bioeng 109 2012,,Tools for characterizing the whole-cell bio-oxidation of alkanes at microscale,2012.0,Biotechnol Bioeng,Media & Microenvironment,section_priority,1.0,Media & Microenvironment,section_priority,18_Wachtmeister_2016_CurrOpinBiotechnol,P3:\bwhole[- ]cell(s)?\b|\bresting cell(s)?\b|\bpermeabilis
towards a continuous flow environment for lipase-catalyzed reactions i itabaiana jr l soter de mariz e miranda r o m a de souza j. mol. catal. b: enzym 2013,,Towards a continuous flow environment for lipase-catalyzed reactions,2013.0,J. Mol. Catal. B: Enzym,"Reactors, Flow & In-Line Operations",paper_only,0.591,"Reactors, Flow & In-Line Operations",paper_only,02_Sheldon_2018_ChemRev,P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
towards practical baeyer-villiger-monooxygenases: design of cyclohexanone monooxygenase mutants with enhanced oxidative stability d j opperman m t reetz chembiochem 11 2010,,Towards Practical Baeyer-Villiger-Monooxygenases: Design of Cyclohexanone Monooxygenase Mutants with Enhanced Oxidative Stability,2010.0,ChemBioChem,Immobilization & Materials,section_priority,1.0,Immobilization & Materials,section_priority,17_Schrittwieser_2018_ChemRev,P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
transformation of biomass into commodity chemicals using enzymes or cells a j straathof chem rev 114 2013,,Transformation of biomass into commodity chemicals using enzymes or cells,2013.0,Chem Rev,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,19_Lin_2017_MicrobCellFact,
"trapping biosynthetic acyl-enzyme intermediates with encoded 2,3-diaminopropionic acid n huguenin-dezot nature 565 2019",,"Trapping biosynthetic acyl-enzyme intermediates with encoded 2,3-diaminopropionic acid",2019.0,Nature,Design & Engineering,section_only,1.0,Design & Engineering,section_only,03_Bell_2021_NatRevMethodsPrimers,
trends and challenges in directed evolution c montiel i bustos-jaimes curr. chem. biol 2 2008,,Trends and challenges in directed evolution,2008.0,Curr. Chem. Biol,Immobilization & Materials,section_priority,1.0,Immobilization & Materials,section_priority,07_Turner_2009_NatChemBiol,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b
two-step enzymatic synthesis of tyramine from raw pyruvate fermentation broth h zhang y lu s wu y wei q liu j liu q jiao j. mol. catal. b: enzym 124 2016,,Two-Step Enzymatic Synthesis of Tyramine from Raw Pyruvate Fermentation Broth,2016.0,J. Mol. Catal. B: Enzym,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,17_Schrittwieser_2018_ChemRev,
two-step one-pot synthesis of pinoresinol from eugenol in an enzymatic cascade e ricklefs m girhard k koschorreck m s smit v b urlacher chemcatchem 7 2015,,Two-Step One-Pot Synthesis of Pinoresinol from Eugenol in an Enzymatic Cascade,2015.0,ChemCatChem,Cascade & Route Design,paper_priority,1.0,Cascade & Route Design,paper_priority,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
u markel k d essani v besirlioglu j schiffels w r streit u schwaneberg chem. soc. rev 49 2020,,Chem. Soc. Rev,2020.0,Chem. Soc. Rev,Design & Engineering,section_only,1.0,Design & Engineering,section_only,10_Yi_2021_ChemSocRev,
u markel l l zhu v j frauenkron-machedjou j zhao m bocola m d davari k e jaeger u schwaneberg catalysts 7 142 2017,,Catalysts,2017.0,Catalysts,Biocatalyst Formats & Cellular Context,section_only,1.0,Biocatalyst Formats & Cellular Context,section_only,11_Hanefeld_2022_ChemSocRev,
u t bornscheuer g w huisman r j kazlauskas s lutz j c moore k robins nature 485 2012,,Nature,2012.0,Nature,Biocatalyst Formats & Cellular Context,section_only,0.667,Biocatalyst Formats & Cellular Context,section_only,10_Yi_2021_ChemSocRev;11_Hanefeld_2022_ChemSocRev,
u t bornscheuer nat. chem. biol 12 2016,,Nat. Chem. Biol,2016.0,Nat. Chem. Biol,Design & Engineering,section_only,1.0,Design & Engineering,section_only,10_Yi_2021_ChemSocRev,
ultra-high-throughput screening based on cell-surface display and fluorescenceactivated cell sorting for the identification of novel biocatalysts s becker h u schmoldt t m adams s wilhelm h kolmar curr. opin. biotechnol 15 2004,,Ultra-high-throughput screening based on cell-surface display and fluorescenceactivated cell sorting for the identification of novel biocatalysts,2004.0,Curr. Opin. Biotechnol,Biocatalyst Formats & Cellular Context,paper_only,1.0,Biocatalyst Formats & Cellular Context,paper_only,03_Bell_2021_NatRevMethodsPrimers,P3:\bcell[- ]free\b|\blysate\b|\bCFE\b|\bsurface display\b|\bdisplay on (cells?|yeast|phage)\b
ultrahigh-throughput discovery of promiscuous enzymes by picodroplet functional metagenomics p y colin nat. commun 6 2015,,Ultrahigh-throughput discovery of promiscuous enzymes by picodroplet functional metagenomics,2015.0,Nat. Commun,Cascade & Route Design,section_priority,1.0,Cascade & Route Design,section_priority,03_Bell_2021_NatRevMethodsPrimers,P1:\bgenome mining\b|\bmetagenom\w*\b|\bbioprospect\w*\b|\bbiopanning\b
ultrahigh-throughput screening enables efficient single-round oxidase remodelling a debon nat. catal 2 2019,,Ultrahigh-throughput screening enables efficient single-round oxidase remodelling,2019.0,Nat. Catal,"Reactors, Flow & In-Line Operations",section_only,1.0,"Reactors, Flow & In-Line Operations",section_only,03_Bell_2021_NatRevMethodsPrimers,
unlocked potential of dynamic elements in protein structures: channels and loops n kreß j m halder l r rapp b hauer curr. opin. chem. biol 47 2018,,Unlocked potential of dynamic elements in protein structures: channels and loops,2018.0,Curr. Opin. Chem. Biol,Design & Engineering,section_only,1.0,Design & Engineering,section_only,03_Bell_2021_NatRevMethodsPrimers,
unusual enzymatic resolution of (±)-glycidyl-butyrate for the production of (s)-glycidyl derivatives j m palomo r l segura m fuentes c ortiz j m guisan r i fernandez-lafuente enzyme microb technol 38 2006,,Unusual enzymatic resolution of (±)-glycidyl-butyrate for the production of (S)-glycidyl derivatives,2006.0,Enzyme Microb Technol,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,14_Mateo_2007_BiotechnolAdv,
use of hydrophobic bacterium rhodococcus rhodochrous nbrc15564 expressed thermophilic alcohol dehydrogenases as whole-cell catalyst in solvent-free organic media a hibino h ohtake process biochem 48 2013,,Use of hydrophobic bacterium Rhodococcus rhodochrous NBRC15564 expressed thermophilic alcohol dehydrogenases as whole-cell catalyst in solvent-free organic media,2013.0,Process Biochem,Cofactor & Energy Management,section_priority,1.0,Cofactor & Energy Management,section_priority,18_Wachtmeister_2016_CurrOpinBiotechnol,P3:\bwhole[- ]cell(s)?\b|\bresting cell(s)?\b|\bpermeabilis
