key,pillar_num,pillar,method,confidence,doi,title,year,raw_citation,cited_by_reviews,authors,journal
10.1021/am4029872,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1021/am4029872,Accelerating the Controlled Synthesis of Metal–Organic Frameworks by a Microfluidic Approach: A Nanoliter Continuous Reactor,2013.0,Accelerating the Controlled Synthesis of Metal–Organic Frameworks by a Microfluidic Approach: A Nanoliter Continuous Reactor Lorena Paseta Beatriz Seoane Daniel Julve Víctor Sebastián Carlos Téllez Joaquín Coronas 10.1021/am4029872 ACS Applied Materials & Interfaces ACS Appl. Mater. Interfaces 1944-8244 1944-8252 5 19 2013 American Chemical Society (ACS),16_Britton_2018_ChemSocRev,"['Lorena Paseta', 'Joaquín Coronas']",ACS Applied Materials & Interfaces
"applying flow chemistry: methods, materials, and multistep synthesis d t mcquade p h seeberger j. org. chem 78 2013",8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,"Applying flow chemistry: Methods, Materials, and Multistep Synthesis",2013.0,"Applying flow chemistry: Methods, Materials, and Multistep Synthesis D T Mcquade P H Seeberger J. Org. Chem 78 2013",02_Sheldon_2018_ChemRev,[],J. Org. Chem
10.1039/c3ob40437d,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1039/c3ob40437d,Ethyl acetate as an acyl donor in the continuous flow kinetic resolution of (±)-1-phenylethylamine catalyzed by lipases,2013.0,Ethyl acetate as an acyl donor in the continuous flow kinetic resolution of (±)-1-phenylethylamine catalyzed by lipases Amanda S De Miranda Leandro S M Miranda Rodrigo O M A De Souza 10.1039/c3ob40437d Organic & Biomolecular Chemistry Org. Biomol. Chem. 1477-0520 1477-0539 11 20 3332 2013 Royal Society of Chemistry (RSC),16_Britton_2018_ChemSocRev,"['Amanda S. de Miranda', 'Rodrigo O. M. A. de Souza']",Organic & Biomolecular Chemistry
d t mcquade p h seeberger j. org. chem 78 2013,8,"Reactors, Flow & In-Line Operations",section_only,1.0,,J. Org. Chem,2013.0,D T Mcquade P H Seeberger J. Org. Chem 78 2013,16_Britton_2018_ChemSocRev,[],J. Org. Chem
lipase-based biocatalytic flow process in a packed-bed microreactor i dencic s de vaan t noel j meuldijk m de croon v hessel ind. eng. chem. res 52 2013,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Lipase-based Biocatalytic Flow Process in a Packed-bed Microreactor,2013.0,Lipase-based Biocatalytic Flow Process in a Packed-bed Microreactor I Dencic S De Vaan T Noel J Meuldijk M De Croon V Hessel Ind. Eng. Chem. Res 52 2013,02_Sheldon_2018_ChemRev,[],Ind. Eng. Chem. Res
10.1021/op400085a,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1021/op400085a,Mass Transport and Reactions in the Tube-in-Tube Reactor,2013.0,Mass Transport and Reactions in the Tube-in-Tube Reactor Lu Yang Klavs F Jensen 10.1021/op400085a Organic Process Research & Development Org. Process Res. Dev. 1083-6160 1520-586X 17 6 2013 American Chemical Society (ACS),02_Sheldon_2018_ChemRev,"['Lu Yang', 'Klavs F. Jensen']",Organic Process Research & Development
"novel process windows for enabling, accelerating, and uplifting flow chemistry v hessel d kralisch n kockmann t noel q wang chemsuschem 6 2013",8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,"Novel process windows for enabling, accelerating, and uplifting flow chemistry",2013.0,"Novel process windows for enabling, accelerating, and uplifting flow chemistry V Hessel D Kralisch N Kockmann T Noel Q Wang ChemSusChem 6 2013",02_Sheldon_2018_ChemRev,[],ChemSusChem
10.1021/cs300830x,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1021/cs300830x,Recent Advances in Asymmetric Catalysis in Flow,2013.0,Recent Advances in Asymmetric Catalysis in Flow Dongbo Zhao Kuiling Ding 10.1021/cs300830x ACS Catalysis ACS Catal. 2155-5435 3 5 2013 American Chemical Society (ACS),02_Sheldon_2018_ChemRev,"['Dongbo Zhao', 'Kuiling Ding']",ACS Catalysis
the integration of flow reactors into synthetic organic chemistry i r baxendale j. chem. technol. biotechnol 88 2013,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,The integration of flow reactors into synthetic organic chemistry,2013.0,The integration of flow reactors into synthetic organic chemistry I R Baxendale J. Chem. Technol. Biotechnol 88 2013,02_Sheldon_2018_ChemRev,[],J. Chem. Technol. Biotechnol
towards a continuous flow environment for lipase-catalyzed reactions i itabaiana jr l soter de mariz e miranda r o m a de souza j. mol. catal. b: enzym 2013,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Towards a continuous flow environment for lipase-catalyzed reactions,2013.0,Towards a continuous flow environment for lipase-catalyzed reactions I Itabaiana Jr L Soter De Mariz E Miranda R O M A De Souza J. Mol. Catal. B: Enzym 2013,02_Sheldon_2018_ChemRev,[],J. Mol. Catal. B: Enzym
biocatalytic production of catechols using a high pressure tube-in-tube segmented flow microreactor b tomaszewski a schmid k buehler org. process res. dev 18 2014,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Biocatalytic Production of Catechols Using a High Pressure Tube-in-Tube Segmented Flow Microreactor,2014.0,Biocatalytic Production of Catechols Using a High Pressure Tube-in-Tube Segmented Flow Microreactor B Tomaszewski A Schmid K Buehler Org. Process Res. Dev 18 2014,02_Sheldon_2018_ChemRev,[],Org. Process Res. Dev
10.1002/tcr.201402035,8,"Reactors, Flow & In-Line Operations",paper_only,0.519,10.1002/tcr.201402035,Continuous Flow Photochemistry,2014.0,Continuous Flow Photochemistry Kerry Gilmore Peter H Seeberger 10.1002/tcr.201402035 The Chemical Record The Chemical Record 1527-8999 1528-0691 14 3 2014 Wiley,16_Britton_2018_ChemSocRev,"['Kerry Gilmore', 'Peter H. Seeberger']",The Chemical Record
10.1016/j.molcatb.2014.08.022,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1016/j.molcatb.2014.08.022,Continuous lipase-catalyzed production of pseudo-ceramides in a packed-bed bioreactor,2014.0,Continuous lipase-catalyzed production of pseudo-ceramides in a packed-bed bioreactor Florian Le Joubioux Nicolas Bridiau Mehdi Sanekli Marianne Graber Thierry Maugard 10.1016/j.molcatb.2014.08.022 Journal of Molecular Catalysis B: Enzymatic Journal of Molecular Catalysis B: Enzymatic 1381-1177 109 2014 Elsevier BV,16_Britton_2018_ChemSocRev,"['Florian Le Joubioux', 'Thierry Maugard']",Journal of Molecular Catalysis B: Enzymatic
"development of a multi-step synthesis and workup sequence for an integrated, continuous manufacturing process of a pharmaceutical p l heider s c born s basak b benyahia r lakerveld h zhang r hogan l buchbinder a wolfe s mascia j m b evans t f jamison k f jensen org. process res. dev 18 2014",8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,"Development of a multi-step synthesis and workup sequence for an integrated, continuous manufacturing process of a pharmaceutical",2014.0,"Development of a multi-step synthesis and workup sequence for an integrated, continuous manufacturing process of a pharmaceutical P L Heider S C Born S Basak B Benyahia R Lakerveld H Zhang R Hogan L Buchbinder A Wolfe S Mascia J M B Evans T F Jamison K F Jensen Org. Process Res. Dev 18 2014",02_Sheldon_2018_ChemRev,[],Org. Process Res. Dev
j y caaaayre p renold t pitterna q m el ep2748154a1 2014,8,"Reactors, Flow & In-Line Operations",section_only,1.0,,EP2748154A1,2014.0,J Y Caaaayre P Renold T Pitterna Q M El EP2748154A1 2014,16_Britton_2018_ChemSocRev,[],EP2748154A1
from batch to continuous chemical synthesisa toolbox approach p plouffe a macchi d m roberge org. process res. dev 18 2014,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,From batch to continuous chemical synthesisa toolbox approach,2014.0,From batch to continuous chemical synthesisa toolbox approach P Plouffe A Macchi D M Roberge Org. Process Res. Dev 18 2014,02_Sheldon_2018_ChemRev,[],Org. Process Res. Dev
model driven process design and development for a continuous process s.-w wong k d berglund s k viswanath org. process res. dev 18 2014,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Model driven process design and development for a continuous process,2014.0,Model driven process design and development for a continuous process S.-W Wong K D Berglund S K Viswanath Org. Process Res. Dev 18 2014,02_Sheldon_2018_ChemRev,[],Org. Process Res. Dev
"synthesis of 3-arylated 3,4-dihydrocoumarins: combining continuous flow hydrogenation with laccase-catalysed oxidation s suljic j pietruszka adv. synth. catal 356 2014",8,"Reactors, Flow & In-Line Operations",union_strong,1.0,,"Synthesis of 3-Arylated 3,4-Dihydrocoumarins: Combining Continuous Flow Hydrogenation with Laccase-Catalysed Oxidation",2014.0,"Synthesis of 3-Arylated 3,4-Dihydrocoumarins: Combining Continuous Flow Hydrogenation with Laccase-Catalysed Oxidation S Suljic J Pietruszka Adv. Synth. Catal 356 2014",17_Schrittwieser_2018_ChemRev,[],Adv. Synth. Catal
10.1039/c4gc00313f,8,"Reactors, Flow & In-Line Operations",paper_only,0.613,10.1039/c4gc00313f,Synthesis of metal–organic frameworks by continuous flow,2014.0,Synthesis of metal–organic frameworks by continuous flow Peter A Bayliss Ilich A Ibarra Eduardo Pérez Sihai Yang Chiu C Tang Martyn Poliakoff Martin Schröder 10.1039/c4gc00313f Green Chem. Green Chem. 1463-9262 1463-9270 16 8 2014 Royal Society of Chemistry (RSC),16_Britton_2018_ChemSocRev,"['Peter A. Bayliss', 'Martin Schröder']",Green Chem.
"b gutmann d cantillo c o kappe angew. chem., int. ed 54 2015",8,"Reactors, Flow & In-Line Operations",section_only,1.0,,"Angew. Chem., Int. Ed",2015.0,"B Gutmann D Cantillo C O Kappe Angew. Chem., Int. Ed 54 2015",16_Britton_2018_ChemSocRev,[],"Angew. Chem., Int. Ed"
"continuous biocatalytic processing and synthesis: variations on a theme of ""flow chemistry b nidetzky j m bolivar chim. oggi-chem. today 33 2015",8,"Reactors, Flow & In-Line Operations",union_strong,1.0,,"Continuous Biocatalytic Processing and Synthesis: Variations on a Theme of ""Flow Chemistry",2015.0,"Continuous Biocatalytic Processing and Synthesis: Variations on a Theme of ""Flow Chemistry B Nidetzky J M Bolivar Chim. Oggi-Chem. Today 33 2015",17_Schrittwieser_2018_ChemRev,[],Chim. Oggi-Chem. Today
10.1016/j.tetlet.2015.02.036,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1016/j.tetlet.2015.02.036,Facile azide formation via diazotransfer reaction in a copper tube flow reactor,2015.0,Facile azide formation via diazotransfer reaction in a copper tube flow reactor Koen Nuyts Matthias Ceulemans Tatjana N Parac-Vogt Geert Bultynck Wim M De Borggraeve 10.1016/j.tetlet.2015.02.036 Tetrahedron Letters Tetrahedron Letters 0040-4039 56 13 2015 Elsevier BV,16_Britton_2018_ChemSocRev,"['Koen Nuyts', 'Wim M. De Borggraeve']",Tetrahedron Letters
"laccase-catalyzed dimerization of piceid, a resveratrol glucoside, and its further enzymatic elaboration p gavezzotti f bertacchi g fronza v kren d monti s riva adv. synth. catal 357 2015",8,"Reactors, Flow & In-Line Operations",section_only,1.0,,"Laccase-Catalyzed Dimerization of Piceid, a Resveratrol Glucoside, and its Further Enzymatic Elaboration",2015.0,"Laccase-Catalyzed Dimerization of Piceid, a Resveratrol Glucoside, and its Further Enzymatic Elaboration P Gavezzotti F Bertacchi G Fronza V Kren D Monti S Riva Adv. Synth. Catal 357 2015",17_Schrittwieser_2018_ChemRev,[],Adv. Synth. Catal
modernising pharmaceutical manufacturing: from batch to continuous production s l lee t f o'connor x yang c n cruz s chatterjee r d madurawe c m v moore l x yu j woodcock j. pharm. innov 10 2015,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Modernising pharmaceutical manufacturing: from batch to continuous production,2015.0,Modernising pharmaceutical manufacturing: from batch to continuous production S L Lee T F O'connor X Yang C N Cruz S Chatterjee R D Madurawe C M V Moore L X Yu J Woodcock J. Pharm. Innov 10 2015,02_Sheldon_2018_ChemRev,[],J. Pharm. Innov
10.1007/s12247-015-9215-8,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1007/s12247-015-9215-8,Modernizing Pharmaceutical Manufacturing: from Batch to Continuous Production,2015.0,Modernizing Pharmaceutical Manufacturing: from Batch to Continuous Production Sau L Lee Thomas F O’connor Xiaochuan Yang Celia N Cruz Sharmista Chatterjee Rapti D Madurawe Christine M V Moore Lawrence X Yu Janet Woodcock 10.1007/s12247-015-9215-8 Journal of Pharmaceutical Innovation J Pharm Innov 1872-5120 1939-8042 10 3 2015 Springer Science and Business Media LLC,16_Britton_2018_ChemSocRev,"['Sau L. Lee', 'Janet Woodcock']",Journal of Pharmaceutical Innovation
10.3762/bjoc.11.134,8,"Reactors, Flow & In-Line Operations",consensus,0.849,10.3762/bjoc.11.134,The synthesis of active pharmaceutical ingredients (APIs) using continuous flow chemistry,2015.0,The synthesis of active pharmaceutical ingredients (APIs) using continuous flow chemistry Marcus Baumann Ian R Baxendale 10.3762/bjoc.11.134 Beilstein Journal of Organic Chemistry Beilstein J. Org. Chem. 1860-5397 11 2015 Beilstein Institut,16_Britton_2018_ChemSocRev,"['Marcus Baumann', 'Ian R Baxendale']",Beilstein Journal of Organic Chemistry
10.1021/acs.chemrev.5b00707,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1021/acs.chemrev.5b00707,"Applications of Continuous-Flow Photochemistry in Organic Synthesis, Material Science, and Water Treatment",2016.0,"Applications of Continuous-Flow Photochemistry in Organic Synthesis, Material Science, and Water Treatment Dario Cambié Cecilia Bottecchia Natan J W Straathof Volker Hessel Timothy Noël 10.1021/acs.chemrev.5b00707 Chemical Reviews Chem. Rev. 0009-2665 1520-6890 116 17 2016 American Chemical Society (ACS)",16_Britton_2018_ChemSocRev,"['Dario Cambié', 'Timothy Noël']",Chemical Reviews
10.3762/bjoc.12.156,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.3762/bjoc.12.156,Catalytic Chan–Lam coupling using a ‘tube-in-tube’ reactor to deliver molecular oxygen as an oxidant,2016.0,Catalytic Chan–Lam coupling using a ‘tube-in-tube’ reactor to deliver molecular oxygen as an oxidant Carl J Mallia Paul M Burton Alexander M R Smith Gary C Walter Ian R Baxendale 10.3762/bjoc.12.156 Beilstein Journal of Organic Chemistry Beilstein J. Org. Chem. 1860-5397 12 2016 Beilstein Institut,16_Britton_2018_ChemSocRev,"['Carl J Mallia', 'Ian R Baxendale']",Beilstein Journal of Organic Chemistry
10.1016/j.cell.2016.02.004,8,"Reactors, Flow & In-Line Operations",union_strong,1.0,10.1016/j.cell.2016.02.004,Engineering Cellular Metabolism,2016.0,Engineering Cellular Metabolism Jens Nielsen Jay D Keasling 10.1016/j.cell.2016.02.004 Cell Cell 0092-8674 164 6 2016 Elsevier BV,03_Bell_2021_NatRevMethodsPrimers,"['Jens Nielsen', 'Jay D. Keasling']",Cell
10.1021/acs.oprd.5b00325,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1021/acs.oprd.5b00325,Flow Chemistry: Recent Developments in the Synthesis of Pharmaceutical Products,2016.0,Flow Chemistry: Recent Developments in the Synthesis of Pharmaceutical Products Riccardo Porta Maurizio Benaglia Alessandra Puglisi 10.1021/acs.oprd.5b00325 Organic Process Research & Development Org. Process Res. Dev. 1083-6160 1520-586X 20 1 2016 American Chemical Society (ACS),16_Britton_2018_ChemSocRev,"['Riccardo Porta', 'Alessandra Puglisi']",Organic Process Research & Development
flow chemistry: recent developments in the synthesis of pharmaceutical products r porta m benaglia a puglisi org. process res. dev 20 2016,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Flow Chemistry: Recent Developments in the Synthesis of Pharmaceutical Products,2016.0,Flow Chemistry: Recent Developments in the Synthesis of Pharmaceutical Products R Porta M Benaglia A Puglisi Org. Process Res. Dev 20 2016,02_Sheldon_2018_ChemRev;17_Schrittwieser_2018_ChemRev,[],Org. Process Res. Dev
flow chemistry: recent developments in the synthesis of pharmaceutical products r porta m benaglia a puglisi org process res dev 20 2016,8,"Reactors, Flow & In-Line Operations",union_strong,1.0,,Flow chemistry: recent developments in the synthesis of pharmaceutical products,2016.0,Flow chemistry: recent developments in the synthesis of pharmaceutical products R Porta M Benaglia A Puglisi Org Process Res Dev 20 2016,18_Wachtmeister_2016_CurrOpinBiotechnol,[],Org Process Res Dev
10.1021/acs.orglett.6b00194,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1021/acs.orglett.6b00194,Generation and Synthetic Application of Trifluoromethyl Diazomethane Utilizing Continuous Flow Technologies,2016.0,Generation and Synthetic Application of Trifluoromethyl Diazomethane Utilizing Continuous Flow Technologies Bartholomäus Pieber C Oliver Kappe 10.1021/acs.orglett.6b00194 Organic Letters Org. Lett. 1523-7060 1523-7052 18 5 2016 American Chemical Society (ACS),16_Britton_2018_ChemSocRev,"['Bartholomäus Pieber', 'C. Oliver Kappe']",Organic Letters
